nickname;resultUser;1
Gosha;3
User;1
User;2
gosha));1
User;1
gosha;1
gosha;1
gosha;1
gosha;1
gosha;1
User;1
User;1
User;2
User;3
gofogf;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;0
User;1
User;1
User;1
User;1
User;0
User;4
User;1
User;1
User;1
User;1
User;3
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;1
User;2
User;1
User;1
User;2
User;2
goshajshdjah;3
